DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Hour,DayOfWeek,Month,Weekend,is_peak,Season,Period,Total_submetering,Unmetered_power,Power_factor,Rolling_24h_mean,Rolling_7d_mean,high_consumption
2006-12-17 22:00:00,1.518,0.23536666666666667,242.19233333333332,6.383333333333334,0.0,25.0,150.0,22,6,12,1,0,Winter,Night,175.0,0.0,0.8658,2.4221,2.5971,1
2006-12-17 23:00:00,0.4377333333333333,0.2218,245.734,1.9966666666666666,0.0,48.0,0.0,23,6,12,1,0,Winter,Night,48.0,0.0,0.6637,2.3545,2.5274,0
2006-12-18 00:00:00,0.2763666666666667,0.09906666666666666,244.60750000000002,1.2233333333333334,0.0,2.0,0.0,0,0,12,0,0,Winter,Night,2.0,2.6061,0.7361,2.2876,2.4571,0
2006-12-18 01:00:00,0.31329999999999997,0.1519,243.51933333333332,1.4166666666666667,0.0,35.0,0.0,1,0,12,0,0,Winter,Night,35.0,0.0,0.6735,2.1611,2.3921,0
2006-12-18 02:00:00,0.2844666666666667,0.10906666666666666,246.89100000000002,1.2566666666666666,0.0,0.0,0.0,2,0,12,0,0,Winter,Night,0.0,4.7411,0.7229,2.1068,2.3301,0
2006-12-18 03:00:00,0.30993333333333334,0.14776666666666666,245.73183333333333,1.4,0.0,34.0,0.0,3,0,12,0,0,Winter,Night,34.0,0.0,0.6772,2.0504,2.2724,0
2006-12-18 04:00:00,1.0263333333333333,0.08,245.507,4.176666666666667,0.0,4.0,753.0,4,0,12,0,0,Winter,Night,757.0,0.0,0.9277,2.0009,2.2378,1
2006-12-18 05:00:00,0.2935,0.12193333333333332,245.2531666666667,1.2933333333333332,0.0,28.0,0.0,5,0,12,0,0,Winter,Night,28.0,0.0,0.7065,1.9299,2.1852,0
2006-12-18 06:00:00,0.61,0.1129,245.70433333333332,2.6,0.0,5.0,0.0,6,0,12,0,0,Winter,Morning,5.0,5.1667,0.8438,1.901,2.1438,0
2006-12-18 07:00:00,2.4504333333333337,0.153,240.96233333333333,10.22,5.0,27.0,678.0,7,0,12,0,1,Winter,Morning,710.0,0.0,0.9412,1.9356,2.1516,1
2006-12-18 08:00:00,2.082133333333333,0.07373333333333333,237.88033333333334,8.726666666666667,748.0,2.0,1041.0,8,0,12,0,1,Winter,Morning,1791.0,0.0,0.9658,1.9436,2.1499,1
2006-12-18 09:00:00,1.6293333333333335,0.08516666666666667,237.40466666666669,6.816666666666666,310.0,29.0,1036.0,9,0,12,0,1,Winter,Morning,1375.0,0.0,0.9503,1.9053,2.1372,1
2006-12-18 10:00:00,1.3096333333333334,0.05283333333333333,239.0805,5.426666666666667,0.0,0.0,1050.0,10,0,12,0,0,Winter,Morning,1050.0,0.0,0.9612,1.8086,2.1175,1
2006-12-18 11:00:00,1.5619333333333332,0.12733333333333333,239.77100000000002,6.47,0.0,31.0,1056.0,11,0,12,0,0,Winter,Morning,1087.0,0.0,0.9246,1.7708,2.1046,1
2006-12-18 12:00:00,1.7560666666666667,0.0873,242.57999999999998,7.246666666666667,0.0,0.0,1081.0,12,0,12,0,0,Winter,Afternoon,1081.0,0.0,0.9526,1.7641,2.0967,1
2006-12-18 13:00:00,1.6820666666666668,0.1265,241.95416666666668,6.9399999999999995,0.0,32.0,1042.0,13,0,12,0,0,Winter,Afternoon,1074.0,0.0,0.9301,1.765,2.0875,1
2006-12-18 14:00:00,1.7330333333333334,0.049300000000000004,242.19650000000001,7.096666666666667,0.0,0.0,1043.0,14,0,12,0,0,Winter,Afternoon,1043.0,0.0,0.9723,1.75,2.0797,1
2006-12-18 15:00:00,1.7842999999999998,0.10406666666666667,242.4235,7.3100000000000005,0.0,31.0,1079.0,15,0,12,0,0,Winter,Afternoon,1110.0,0.0,0.9449,1.7,2.0735,1
2006-12-18 16:00:00,1.9493,0.20443333333333333,242.38066666666666,8.096666666666668,0.0,0.0,1079.0,16,0,12,0,0,Winter,Afternoon,1079.0,0.0,0.9051,1.6426,2.0709,1
2006-12-18 17:00:00,2.1549,0.09780000000000001,238.72916666666666,8.993333333333334,0.0,20.0,1047.0,17,0,12,0,0,Winter,Afternoon,1067.0,0.0,0.9566,1.5904,2.0726,1
2006-12-18 18:00:00,2.402533333333333,0.0791,236.66850000000002,10.083333333333334,0.0,15.0,1015.0,18,0,12,0,1,Winter,Evening,1030.0,0.0,0.9681,1.5365,2.0792,1
2006-12-18 19:00:00,2.6145,0.20076666666666665,235.32916666666668,11.19,0.0,546.0,0.0,19,0,12,0,1,Winter,Evening,546.0,0.0,0.9287,1.5243,2.0897,1
2006-12-18 20:00:00,3.0505666666666666,0.12036666666666666,234.52433333333335,13.046666666666665,0.0,30.0,795.0,20,0,12,0,1,Winter,Evening,825.0,0.0,0.962,1.5113,2.1082,1
2006-12-18 21:00:00,2.1697333333333333,0.07173333333333334,237.59083333333334,9.24,0.0,0.0,223.0,21,0,12,0,1,Winter,Evening,223.0,0.0,0.968,1.475,2.1093,1
2006-12-18 22:00:00,1.7388000000000001,0.10796666666666667,240.2115,7.25,0.0,531.0,0.0,22,0,12,0,0,Winter,Night,531.0,0.0,0.9415,1.4842,2.1025,1
2006-12-18 23:00:00,1.5472666666666666,0.1325,242.65933333333334,6.6,0.0,1219.0,0.0,23,0,12,0,0,Winter,Night,1219.0,0.0,0.9211,1.5304,2.0924,1
2006-12-19 00:00:00,0.8371333333333334,0.09283333333333334,242.07116666666667,3.5433333333333334,0.0,58.0,489.0,0,1,12,0,0,Winter,Night,547.0,0.0,0.9002,1.5538,2.07,1
2006-12-19 01:00:00,0.3530333333333333,0.07586666666666667,241.80833333333334,1.57,0.0,15.0,44.0,1,1,12,0,0,Winter,Night,59.0,0.0,0.8231,1.5555,2.0398,0
2006-12-19 02:00:00,0.3272333333333333,0.10573333333333333,245.7795,1.4633333333333334,0.0,38.0,0.0,2,1,12,0,0,Winter,Night,38.0,0.0,0.7558,1.5572,2.0103,0
2006-12-19 03:00:00,0.3083,0.073,244.46316666666664,1.3633333333333333,0.0,10.0,0.0,3,1,12,0,0,Winter,Night,10.0,0.0,0.8085,1.5572,1.9815,0
2006-12-19 04:00:00,0.32783333333333337,0.10246666666666666,244.1865,1.5,0.0,43.0,0.0,4,1,12,0,0,Winter,Night,43.0,0.0,0.7619,1.5281,1.9539,0
2006-12-19 05:00:00,0.30666666666666664,0.07086666666666666,243.07583333333332,1.38,0.0,10.0,0.0,5,1,12,0,0,Winter,Night,10.0,0.0,0.8123,1.5286,1.9269,0
2006-12-19 06:00:00,0.7963333333333333,0.10679999999999999,242.02966666666669,3.466666666666667,0.0,41.0,0.0,6,1,12,0,0,Winter,Morning,41.0,0.0,0.8817,1.5364,1.9087,1
2006-12-19 07:00:00,1.7856333333333334,0.08443333333333333,239.42616666666666,7.543333333333334,0.0,0.0,444.0,7,1,12,0,1,Winter,Morning,444.0,0.0,0.9548,1.5087,1.9067,1
2006-12-19 08:00:00,3.879033333333333,0.12243333333333334,236.14633333333333,16.54,561.0,1571.0,1026.0,8,1,12,0,1,Winter,Morning,3158.0,0.0,0.9694,1.5835,1.9375,1
2006-12-19 09:00:00,1.6177666666666668,0.08746666666666666,239.57233333333335,6.963333333333334,278.0,862.0,196.0,9,1,12,0,1,Winter,Morning,1336.0,0.0,0.9487,1.5831,1.9326,1
2006-12-19 10:00:00,0.4371333333333334,0.12576666666666667,242.30566666666667,1.9433333333333331,0.0,85.0,0.0,10,1,12,0,0,Winter,Morning,85.0,0.0,0.7766,1.5467,1.9099,0
2006-12-19 11:00:00,2.321633333333333,0.08453333333333334,240.325,9.863333333333333,0.0,2061.0,0.0,11,1,12,0,0,Winter,Morning,2061.0,0.0,0.9649,1.5784,1.9161,1
2006-12-19 12:00:00,0.43066666666666664,0.13269999999999998,242.9586666666667,1.9233333333333333,0.0,175.0,0.0,12,1,12,0,0,Winter,Afternoon,175.0,0.0,0.7645,1.5231,1.8942,0
2006-12-19 13:00:00,0.30046666666666666,0.08176666666666667,243.6025,1.2933333333333332,0.0,37.0,0.0,13,1,12,0,0,Winter,Afternoon,37.0,0.0,0.7861,1.4656,1.8711,0
2006-12-19 14:00:00,0.3021333333333333,0.11886666666666666,246.94583333333333,1.3333333333333333,0.0,45.0,0.0,14,1,12,0,0,Winter,Afternoon,45.0,0.0,0.7177,1.406,1.8487,0
2006-12-19 15:00:00,0.42136666666666667,0.08086666666666667,241.74066666666667,1.8066666666666669,0.0,10.0,133.0,15,1,12,0,0,Winter,Afternoon,143.0,0.0,0.839,1.3492,1.8286,0
2006-12-19 16:00:00,1.3721333333333334,0.09166666666666666,242.71433333333334,5.613333333333333,0.0,43.0,1082.0,16,1,12,0,0,Winter,Afternoon,1125.0,0.0,0.9374,1.3251,1.8223,1
2006-12-19 17:00:00,2.1115,0.14443333333333333,238.60666666666665,8.843333333333334,0.0,10.0,1046.0,17,1,12,0,0,Winter,Afternoon,1056.0,0.0,0.936,1.3233,1.8262,1
2006-12-19 18:00:00,2.2047000000000003,0.1033,237.6405,9.256666666666666,0.0,44.0,1038.0,18,1,12,0,1,Winter,Evening,1082.0,0.0,0.9552,1.3151,1.8314,1
2006-12-19 19:00:00,1.8420999999999998,0.07293333333333334,241.07999999999998,7.6033333333333335,0.0,3.0,699.0,19,1,12,0,1,Winter,Evening,702.0,0.0,0.9619,1.2829,1.8315,1
2006-12-19 20:00:00,2.940533333333333,0.23736666666666667,241.32816666666668,12.479999999999999,0.0,1614.0,0.0,20,1,12,0,1,Winter,Evening,1614.0,0.0,0.9253,1.2783,1.8461,1
2006-12-19 21:00:00,1.4428666666666667,0.1065,240.87,6.343333333333334,0.0,747.0,0.0,21,1,12,0,1,Winter,Evening,747.0,0.0,0.9313,1.248,1.8409,1
2006-12-19 22:00:00,0.7200000000000001,0.146,242.67933333333335,3.0133333333333336,0.0,70.0,0.0,22,1,12,0,0,Winter,Night,70.0,0.0,0.8314,1.2056,1.8265,0
2006-12-19 23:00:00,0.3837,0.06709999999999999,246.62716666666665,1.5833333333333333,0.0,10.0,0.0,23,1,12,0,0,Winter,Night,10.0,0.0,0.8512,1.1571,1.8082,0
2006-12-20 00:00:00,0.4598333333333333,0.146,245.81133333333335,1.9866666666666668,0.0,43.0,0.0,0,2,12,0,0,Winter,Night,43.0,0.0,0.759,1.1414,1.7914,0
2006-12-20 01:00:00,0.25866666666666666,0.056666666666666664,243.80533333333332,1.1133333333333333,0.0,10.0,0.0,1,2,12,0,0,Winter,Night,10.0,0.0,0.8203,1.1374,1.7725,0
2006-12-20 02:00:00,0.7843666666666667,0.1236,245.5675,3.243333333333333,0.0,42.0,476.0,2,2,12,0,0,Winter,Night,518.0,0.0,0.8639,1.1565,1.7604,1
2006-12-20 03:00:00,0.3100333333333333,0.06846666666666666,246.1508333333333,1.3433333333333333,0.0,10.0,42.0,3,2,12,0,0,Winter,Night,52.0,0.0,0.8191,1.1565,1.7429,0
2006-12-20 04:00:00,0.289,0.09743333333333333,246.43366666666668,1.2466666666666666,0.0,28.0,0.0,4,2,12,0,0,Winter,Night,28.0,0.0,0.7479,1.1549,1.7256,0
2006-12-20 05:00:00,0.2627,0.07719999999999999,244.7955,1.12,0.0,12.0,0.0,5,2,12,0,0,Winter,Night,12.0,0.0,0.7729,1.1531,1.7084,0
2006-12-20 06:00:00,0.28359999999999996,0.06656666666666668,244.074,1.18,0.0,0.0,0.0,6,2,12,0,0,Winter,Morning,0.0,4.7267,0.8099,1.1317,1.6918,0
2006-12-20 07:00:00,1.5266333333333333,0.1923,243.315,6.4366666666666665,0.0,31.0,280.0,7,2,12,0,1,Winter,Morning,311.0,0.0,0.8881,1.1209,1.6899,1
2006-12-20 08:00:00,2.9176,0.0882,239.79233333333335,12.203333333333335,0.0,577.0,1057.0,8,2,12,0,1,Winter,Morning,1634.0,0.0,0.9707,1.0809,1.7039,1
2006-12-20 09:00:00,1.3855333333333333,0.10836666666666667,243.12283333333335,5.626666666666666,0.0,32.0,1086.0,9,2,12,0,1,Winter,Morning,1118.0,0.0,0.9275,1.0712,1.7003,1
2006-12-20 10:00:00,1.5103000000000002,0.04716666666666667,240.5805,6.25,0.0,194.0,1063.0,10,2,12,0,0,Winter,Morning,1257.0,0.0,0.9697,1.1159,1.6982,1
2006-12-20 11:00:00,2.8924000000000003,0.1652,240.51316666666668,12.073333333333332,0.0,1510.0,1062.0,11,2,12,0,0,Winter,Morning,2572.0,0.0,0.946,1.1397,1.7113,1
2006-12-20 12:00:00,1.4210333333333334,0.07213333333333334,242.6063333333333,5.826666666666667,0.0,5.0,1081.0,12,2,12,0,0,Winter,Afternoon,1086.0,0.0,0.9517,1.181,1.7082,1
2006-12-20 13:00:00,1.4284,0.11016666666666668,242.46766666666664,5.88,0.0,28.0,1080.0,13,2,12,0,0,Winter,Afternoon,1108.0,0.0,0.9284,1.228,1.7052,1
2006-12-20 14:00:00,1.2949,0.09266666666666666,244.0345,5.319999999999999,0.0,3.0,995.0,14,2,12,0,0,Winter,Afternoon,998.0,0.0,0.9332,1.2693,1.7008,1
2006-12-20 15:00:00,0.2811333333333333,0.07143333333333333,245.71916666666667,1.2366666666666668,0.0,12.0,0.0,15,2,12,0,0,Winter,Afternoon,12.0,0.0,0.7974,1.2635,1.6859,0
2006-12-20 16:00:00,0.46843333333333337,0.10916666666666666,244.1135,2.07,0.0,19.0,0.0,16,2,12,0,0,Winter,Afternoon,19.0,0.0,0.811,1.2258,1.6732,0
2006-12-20 17:00:00,0.5735,0.07736666666666667,242.92066666666668,2.3766666666666665,0.0,0.0,0.0,17,2,12,0,0,Winter,Afternoon,0.0,9.5583,0.8811,1.1617,1.6618,0
2006-12-20 18:00:00,2.8368333333333333,0.15796666666666667,239.24066666666667,11.893333333333334,0.0,31.0,631.0,18,2,12,0,1,Winter,Evening,662.0,0.0,0.9473,1.1881,1.6738,1
2006-12-20 19:00:00,3.2486333333333333,0.08770000000000001,236.73983333333334,13.71,0.0,0.0,1031.0,19,2,12,0,1,Winter,Evening,1031.0,0.0,0.9737,1.2467,1.6897,1
2006-12-20 20:00:00,3.5754666666666663,0.26553333333333334,236.34516666666664,15.136666666666667,0.0,31.0,1027.0,20,2,12,0,1,Winter,Evening,1058.0,0.0,0.9309,1.2731,1.7086,1
2006-12-20 21:00:00,3.646066666666667,0.16049999999999998,235.99233333333333,15.403333333333334,0.0,0.0,1024.0,21,2,12,0,1,Winter,Evening,1024.0,0.0,0.9578,1.3649,1.7278,1
2006-12-20 22:00:00,3.058966666666667,0.0881,238.86049999999997,12.753333333333332,0.0,22.0,1049.0,22,2,12,0,0,Winter,Night,1071.0,0.0,0.972,1.4624,1.7408,1
2006-12-20 23:00:00,2.3817666666666666,0.1534,242.39116666666666,9.786666666666667,0.0,8.0,1079.0,23,2,12,0,0,Winter,Night,1087.0,0.0,0.9395,1.5457,1.747,1
2006-12-21 00:00:00,1.5358666666666667,0.15553333333333336,243.42583333333332,6.323333333333333,0.0,0.0,1088.0,0,3,12,0,0,Winter,Night,1088.0,0.0,0.908,1.5905,1.745,1
2006-12-21 01:00:00,1.3979666666666666,0.12183333333333334,243.69816666666665,5.6866666666666665,0.0,31.0,1091.0,1,3,12,0,0,Winter,Night,1122.0,0.0,0.9198,1.638,1.7417,1
2006-12-21 02:00:00,1.2749,0.0393,243.65366666666665,5.15,0.0,0.0,1032.0,2,3,12,0,0,Winter,Night,1032.0,0.0,0.9701,1.6584,1.7373,1
2006-12-21 03:00:00,0.3026,0.11986666666666666,244.56716666666668,1.3333333333333333,0.0,30.0,0.0,3,3,12,0,0,Winter,Night,30.0,0.0,0.7163,1.6581,1.7239,0
2006-12-21 04:00:00,0.24673333333333333,0.042499999999999996,244.74016666666665,1.02,0.0,0.0,0.0,4,3,12,0,0,Winter,Night,0.0,4.1122,0.8531,1.6563,1.7102,0
2006-12-21 05:00:00,0.2907,0.10583333333333332,243.9495,1.2633333333333332,0.0,23.0,0.0,5,3,12,0,0,Winter,Night,23.0,0.0,0.7331,1.6575,1.6972,0
2006-12-21 06:00:00,0.29566666666666663,0.05316666666666667,244.8505,1.22,0.0,8.0,0.0,6,3,12,0,0,Winter,Morning,8.0,0.0,0.8476,1.658,1.6845,0
2006-12-21 07:00:00,1.2804666666666666,0.08383333333333334,241.29366666666664,5.37,0.0,0.0,0.0,7,3,12,0,1,Winter,Morning,0.0,21.3411,0.9386,1.6477,1.6808,1
2006-12-21 08:00:00,1.5630333333333333,0.153,239.4945,6.593333333333334,0.0,30.0,305.0,8,3,12,0,1,Winter,Morning,335.0,0.0,0.9108,1.5913,1.6798,1
2006-12-21 09:00:00,2.5758,0.051699999999999996,238.47766666666666,10.78,666.0,562.0,1046.0,9,3,12,0,1,Winter,Morning,2274.0,0.0,0.9803,1.6409,1.6877,1
2006-12-21 10:00:00,1.7677,0.0708,239.70600000000002,7.403333333333333,569.0,31.0,890.0,10,3,12,0,0,Winter,Morning,1490.0,0.0,0.9615,1.6516,1.6884,1
2006-12-21 11:00:00,0.5351666666666667,0.1111,241.542,2.3833333333333333,0.0,0.0,0.0,11,3,12,0,0,Winter,Morning,0.0,8.9194,0.8281,1.5534,1.6784,0
2006-12-21 12:00:00,0.8191333333333333,0.13116666666666668,242.67416666666668,3.5833333333333335,0.0,460.0,0.0,12,3,12,0,0,Winter,Afternoon,460.0,0.0,0.862,1.5283,1.671,1
2006-12-21 13:00:00,1.6882333333333333,0.0645,241.79783333333336,7.0600000000000005,0.0,1192.0,233.0,13,3,12,0,0,Winter,Afternoon,1425.0,0.0,0.9632,1.5392,1.6711,1
2006-12-21 14:00:00,1.0239,0.11850000000000001,243.3195,4.336666666666667,0.0,72.0,500.0,14,3,12,0,0,Winter,Afternoon,572.0,0.0,0.8963,1.5279,1.6656,1
2006-12-21 15:00:00,0.3074,0.0457,242.90633333333332,1.3633333333333333,0.0,10.0,0.0,15,3,12,0,0,Winter,Afternoon,10.0,0.0,0.8706,1.529,1.6542,0
2006-12-21 16:00:00,1.3600666666666668,0.0969,239.90633333333332,5.623333333333333,0.0,43.0,1037.0,16,3,12,0,0,Winter,Afternoon,1080.0,0.0,0.9335,1.5661,1.6518,1
2006-12-21 17:00:00,1.7526333333333333,0.14803333333333332,235.01833333333335,7.533333333333333,0.0,10.0,719.0,17,3,12,0,0,Winter,Afternoon,729.0,0.0,0.9221,1.6152,1.6526,1
2006-12-21 18:00:00,2.4433000000000002,0.11983333333333333,233.89433333333332,10.416666666666666,0.0,42.0,1006.0,18,3,12,0,1,Winter,Evening,1048.0,0.0,0.9532,1.5988,1.6591,1
2006-12-21 19:00:00,2.1971333333333334,0.09443333333333334,235.00050000000002,9.356666666666666,281.0,10.0,702.0,19,3,12,0,1,Winter,Evening,993.0,0.0,0.9588,1.555,1.6634,1
2006-12-21 20:00:00,2.4373666666666667,0.2512666666666667,234.50033333333334,10.44,249.0,36.0,257.0,20,3,12,0,1,Winter,Evening,542.0,0.0,0.9065,1.5076,1.6697,1
2006-12-21 21:00:00,0.9822666666666666,0.0443,238.31216666666666,4.1033333333333335,0.0,2.0,515.0,21,3,12,0,1,Winter,Evening,517.0,0.0,0.9568,1.3966,1.6642,1
2006-12-21 22:00:00,0.28026666666666666,0.09346666666666666,242.8665,1.2066666666666668,0.0,12.0,0.0,22,3,12,0,0,Winter,Night,12.0,0.0,0.7499,1.2808,1.6532,0
2006-12-21 23:00:00,0.2704333333333333,0.08946666666666667,245.35033333333334,1.1733333333333333,0.0,19.0,0.0,23,3,12,0,0,Winter,Night,19.0,0.0,0.7514,1.1929,1.6423,0
2006-12-22 00:00:00,0.2669333333333333,0.07913333333333333,245.67816666666667,1.1433333333333333,0.0,0.0,0.0,0,4,12,0,0,Winter,Night,0.0,4.4489,0.7713,1.14,1.6316,0
2006-12-22 01:00:00,0.272,0.0927,244.45383333333334,1.1733333333333333,0.0,31.0,0.0,1,4,12,0,0,Winter,Night,31.0,0.0,0.7458,1.0931,1.621,0
2006-12-22 02:00:00,0.26763333333333333,0.07926666666666667,246.83783333333335,1.1433333333333333,0.0,0.0,0.0,2,4,12,0,0,Winter,Night,0.0,4.4606,0.7715,1.0511,1.6106,0
2006-12-22 03:00:00,0.27386666666666665,0.09353333333333333,245.79283333333333,1.1733333333333333,0.0,31.0,0.0,3,4,12,0,0,Winter,Night,31.0,0.0,0.7454,1.0499,1.6004,0
2006-12-22 04:00:00,0.26426666666666665,0.07226666666666667,245.3595,1.1366666666666667,0.0,0.0,0.0,4,4,12,0,0,Winter,Night,0.0,4.4044,0.7853,1.0506,1.5903,0
2006-12-22 05:00:00,0.8068333333333334,0.08406666666666666,245.11933333333334,3.33,0.0,23.0,534.0,5,4,12,0,0,Winter,Night,557.0,0.0,0.9056,1.0721,1.5844,1
2006-12-22 06:00:00,0.4796333333333333,0.08610000000000001,245.3093333333333,2.033333333333333,0.0,8.0,0.0,6,4,12,0,0,Winter,Morning,8.0,0.0,0.8478,1.0798,1.5762,0
2006-12-22 07:00:00,1.7231999999999998,0.10606666666666667,240.929,7.206666666666666,0.0,0.0,224.0,7,4,12,0,1,Winter,Morning,224.0,0.0,0.942,1.0983,1.5773,1
2006-12-22 08:00:00,2.7443999999999997,0.10803333333333334,240.45033333333333,11.426666666666668,667.0,31.0,1063.0,8,4,12,0,1,Winter,Morning,1761.0,0.0,0.9621,1.1475,1.5858,1
2006-12-22 09:00:00,1.8963,0.045533333333333335,239.54966666666667,7.87,601.0,0.0,1055.0,9,4,12,0,1,Winter,Morning,1656.0,0.0,0.9766,1.1192,1.5881,1
2006-12-22 10:00:00,1.3449666666666669,0.09443333333333334,239.67933333333335,5.569999999999999,0.0,30.0,1055.0,10,4,12,0,0,Winter,Morning,1085.0,0.0,0.9344,1.1016,1.5863,1
